question,answer
区域V内给定自由电荷分布$\rho$、$\sigma$，在V的边界上给定什么，则V内电场唯一确定,区域V内给定自由电荷分布$\rho$、$\sigma$，在V的边界上给定电势与电势的法线导数，则V内电场唯一确定。
相对论的基本原理为,相对性原理，光速不变原理。
判断:电磁波在波导管内传播时，其电磁波是横电磁波，正确与否,不对。
任何相互作用都不是瞬时作用，而是以有限的速度传播的对么,正确。
如果两事件在某一惯性系中是同时发生的，在其他任何惯性系中它们必不同时发生，对么。,错误。
在稳恒电流情况下，有没有磁场存在？若有磁场存在，磁场满足什么方程,有磁场存在，满足安倍定则。
电磁场也是一种物质，因此它具有能量、动量，满足能量动量守恒定律。对吗,正确。
在静电情况，导体内无电荷分布，电荷只分布在表面上么,正确。
当光从光密介质中射入，那么在光密与光疏介质界面上就会产生全反射，对么,错误。
请描述狭义相对论原理中的相对性原理,（1）物理规律对于所有惯性系都具有完全相同的形式。（2）一切惯性系都是等价的，不存在绝对参照系。
光速不变原理是什么,真空中光速相对任何惯性系沿任何一个方向大小恒为c，且与光源运动速度无关。
狭义相对论的时空理论内容有哪些,1.同时是相对的：在某一贯性参考系上对准的时钟，在另一相对运动的贯性参考系观察是不对准的。2.运动长度缩短：沿运动方向尺度收缩。3.运动时钟延缓：运动物体内部发生的自然过程比静止的钟测到的静止物体内部自然过程经历的时间延缓。
电磁转矩是什么意思,载流导体在电机磁场中作用，使电枢受到的一个转矩。
请解释电枢反应,直流电机电枢绕组中负载电流时，它所产生的磁动势对励磁绕组磁场的影响。
请解释励磁磁动势,同步发电机的励磁绕组通常在转子上，当励磁绕组中通入直流电流后，产生的磁动势。
请解释气隙,气隙是磁路与磁路之间的空气间隔。
额定功率因数,指电动机在额定负载时，定子边的功率因数。
请解释主磁通,变压器中同时链着一、二次绕组的磁通。
请解释漏磁通,变压器中只链一次绕组或二次绕组本身的磁通。
试简述抑制谐波电动势中一般高次谐波的方法。,主要采用短距绕组、分布绕组和改善主极磁场分布的方法，其他有采用斜槽、采用分数槽绕组等方法。
说明并励直流发电机的外特性具有哪三个特点,（1）负载增大时，端电压下降较快；（2）外特性有拐弯现象；（3）发电机稳态短路（端电压等于零）时，短路电流不大。
试简述增大绕线式感应电机转子电阻对下列参数的影响：起动电流，起动转矩，最大转矩，额定转速，额定效率。,起动电流减小、起动转矩增大、最大转矩不变、额定转速下降、额定效率降低。
电力变压器的主要功能是什么？它是通过什么作用来实现其功能的？,电力变压器的主要功能是把一种电压等级的交流电能转换为同频率的另一种电压等级的交流电能。它是通过电磁感应原理来实现其功能的。
三相异步电机运行状态的判别依据是什么？,0<s<1，电动机状态；s<0，发电机状态；s>1，电磁制动状态。
直流发电机按励磁方式。,（1）他励发电机；（2）自励发电机：a.并励发电机，b.串励发电机，c.复励发电机。
同步发电机的基本特性。,空载特性、短路特性、负载特性、外特性、调整特性。
三相异步电动机的性能指标。,效率、功率因数、堵转转矩、堵转电流、过载能力。
三相异步电动机的调速方法。,改变定子电压调速；转子回路串接电阻调速；变极调速；变频调速。
一台三相变压器S_{\mathrm{N}}=600 \mathrm{KVA}，50 \mathrm{~Hz}， \mathrm{Dy}  联结， U_{\mathrm{LN}} / U_{2 \mathrm{~N}}=10000 / 400 \mathrm{~V} ，每相短路阻抗  Z_{k}=1.8+\mathrm{j} 5 \Omega ， 每相负载阻抗  Z_{F}=0.3+\mathrm{j} 0.1 \Omega ， 求该变压器一次侧加额定电压时: 计算一、二次侧电流  I_{1}  和  I_{2},\begin{array}{l}\text { 解: } k=\frac{U_{1 N \phi}}{U_{2 N \phi}}=\frac{10000}{400 / \sqrt{3}}=43.3 \\Z_{L}^{\prime}=k^{2} Z_{L}=43.3^{2}(0.3+j 0.1)=562.5+j 187.5(\Omega) \\I_{1 \phi}=\frac{U_{1 \phi}}{\left|Z_{k}+Z_{L}^{\prime}\right|}=\frac{10000}{|(1.8+j 5)+(562.5+j 187.5)|}=16.77(\mathrm{~A}) \\I_{1}=\sqrt{3} I_{1 \phi}=29.05(\mathrm{~A}) \\I_{2}=I_{2 \phi}=k I_{1 \phi}=43.3 \times 16.77=726.1(\mathrm{~A})\end{array}
磁滞损耗和涡流损耗是什么原因引起的？它们的大小与哪些因素有关？,磁滞损耗：铁磁材料在交变磁场作用下反复磁化，磁畴会不停转动，相互间产生摩擦，消耗能量，产生功率损耗。 与磁场交变频率，磁通密度，材料，体积，厚度有关。涡流损耗：由电磁感应定律，硅钢片中有围绕磁通呈涡旋状的感应电动势和电流产生叫涡流，涡流在其流通路径上的等效电阻中产生的损耗叫涡流损耗。 与磁场交变频率，磁通密度，材料，体积，厚度有关。
磁路的基本定律有哪些？当铁芯磁路上有几个磁动势同时作用时4，磁路计算能否用叠加原理？为什么？,安培环路定律，磁路的欧姆定律，基尔霍夫 第一定律，基尔霍夫第二定律。不能使用叠加原理，因为磁路是非线性的，存在饱和现象。
何确定联接组？试说明为什么三相变压器组不能采用Yy联接组，而三相心式变压器又可以呢？为什么三相变压器中常希望一次侧或者二次侧有一方的三相绕组接成三角形联接？,为了区别不同的连接组，采用时钟表示法，将高压绕组电动势相量作为长指针指向0点，将低压绕组电动势作为短针。对于三相变压器，连接组号的规定与单相变压器相似。三相变压器中，三相磁路彼此无关，考虑三次谐波影响，因为中性点不接地，三次谐波电流无法流通，不能对回路中的三次谐波电动势起去磁作用，此时三次谐波电动势与基波叠加，会使基波电动势波形畸变，影响电能质量，可能造成过电压损坏绝缘，采用这种接法的变压器一般附加三角绕组，构成三次谐波电流通路。
并联运行的理想条件是什么？要达到理想情况，并联运行的各变压器需满足什么条件？,理想条件是：空载时并联的各变压器一次测间无环流，负载时各变压器所承担的负载电流按容量成比例分配。满足条件是（1）各变压器一、二次侧额定电压对应相等，电阻相等（2）连接组号相同（3）短路阻抗标幺值相等（4）短路电压的标幺值相等，及各台变压器所承担负荷与其额定容量比例分配。
三相同步发电机投入并联运行的条件是什么？如果不满足条件会产生什么后果？,波形相同，频率相同，幅值相同，相位相同，相序相同.如不满足条件，在发电机和电网间产生环流，导致发生电磁冲击和机械冲击。
同步电动机为什么没有起动转矩？其起动方法有哪些？,同步电动机只有在定子旋转磁场与转子励磁磁场相对静止时，才能得到平均电磁转矩，稳定的实现机电能量转换。如将静止的同步电动机通入励磁电流后直接投入电网，则定子旋转磁场将以同步转速相对于转子磁场运动，转子上承受的是交变的脉振转矩，平均值为零。因此，同步电动机不能自启动，没有起动转矩。起动方法有：辅助电动机启动，变频启动，异步启动。
