question,answer,type
"设感应电动机定子旋转磁动势的转速为n1, 转子电流产生的旋转磁动势相对定子的转速为n2, 则 () A.n2＞n1 B.n2＜n1 C.n2＝n1 D.以上都不对",C,单选
RCGM空气绝缘测量单元的标准单元配置有（）只电流互感器。 A.1 B.2 C.3 D.以上都不对,B,单选
下列不属于时序逻辑电路的是（）。 A.全加器 B.计数器 C.触发器 D.锁存器,A,单选
频率在 1.5—30MHz 范围的短波主要依靠（）方式传播。 A.沿地面传播 B.沿空间直线传播 C.依靠电离层传播 D.自由运动,C,单选
电阻为 10 欧姆的导线中流过 2 的电流。计算0.5小时内电线消耗的能量。 A.72Wh B.72kJ C.7200J D.72kJh,B,单选
变容二极管调频器实现线性调频的条件是变容二极管的结电容变化指数γ（）为 A.1/3 B.1/2 C.2 D.4,C,单选
在并联电路中，我们考虑导纳而不是（） A.电阻 B.电容 C.电感 D.阻抗,D,单选
改变三相感应电动机转向的方法是() A.改变电源频率 B.改变电源电压 C.改变定子绕组中电流的相序 D.改变电机的极数,C,单选
如果电感器的功率为 5W，求电感器中的电流从 0A 变为 2A 所需的时间。电感值为10H。 A.1s B.2s C.3s D.4s,D,单选
电力系统无功电源最优分布的原则是（     ）。 A.等耗量微增率准则 B.等网损微增率准则 C.最优网损微增率准则 D.等比耗量准则。,B,单选
符合无损耗、K=1和自感量、互感量均为无穷大条件的变压器是（） A.空芯变压器 B.理想变压器 C.实际变压器 D.以上都不对,B,单选
对电力系统并列运行的暂态稳定性而言，最不利的短路故障是（    ）。 A.三相短路 B.单相接地短路 C.两相短路接地 D.两相短路。,A,单选
关于同步发电机机端发生三相短路时短路电流中各分量的变化，下述说法中错误的是（      ）。 A.定子短路电流中的非周期分量和倍频分量以同一时间常数逐渐衰减到零 B.定子绕组中的基频周期分量有效值从短路瞬间的数值逐渐衰减到稳态值 C.定子绕组的基频周期分量保持不变，其他分量逐渐衰减到零 D.定子绕组中的基频周期电流分量在短路发生后开始阶段衰减速度快，后阶段衰减速度慢。,C,单选
提高系统暂态稳定性的原则( )。  A.尽可能的减小加速面积，增加最大可能的减速面积 B.尽可能的增加加速面积，减小最大可能的减速面积 C.增大极限切除角 D.减小极限切除时间,A,单选
线圈 1 的磁链为 3 WB，匝数为 500，线圈 2 的电流为 xA，如果互感为 750H，请计算 x 的值。 A.1A B.2A C.3A D.4A,B,单选
电容器串联时，应遵循以下哪一条规则？ A.分压器 B.分流器 C.分压器和分流器 D.既不分压器也不分流器,A,单选
在叠加定理中，当我们考虑一个电流源的影响时，所有其他电流源都（） A.短路 B.开路 C.移除 D.不受干扰,B,单选
线圈的电阻为4欧姆，电感为2H。它连接到 20V 直流电源。计算开关闭合后1s的电压值。 A.5.4V B.10.8V C.0V D.2.7V,D,单选
对于电力系统来说，峰、谷负荷差越（），用电越趋于合理。 A.大 B.小 C.稳定 D.不稳定,B,单选
三个电容分别为2F、4F、6F的电容器并联。计算有效值。 A.10F B.11F C.12F D.13F,C,单选
穿过一个区域的磁力线总数指？ A.电压 B.电动势 C.磁通量 D.磁通密度,C,单选
对电力系统并列运行的暂态稳定性而言，最不利的短路故障是( )。  A.三相短路 B.单相接地短路 C.两相短路接地 D.两相短路,A,单选
某调幅广播电台的音频调制信号频率 100Hz～8KHz ，则已调波的带宽为（ ） A.16KHz B.200KHz C.4KHz D.8KHz,A,单选
以下哪个不是发生污闪最危险的气象条件？（）。 A.大雾 B.毛毛雨 C.凝露 D.大雨,D,单选
向各个方向向外扩展的场是（） A.线性 B.径向 C.弱 D.强,B,单选
以下关于金属的哪些说法是正确的？ A.金属具有正温度系数 B.金属具有负温度系数 C.金属具有零温度系数 D.金属具有无限温度系数,A,单选
"用于连接220kV和110kV两个电压等级的降压变压器，其两侧绕组的额定电压应为( )。  A.220kV,110kV B.220kV,115kV C.242kV,12lkV D.220kV,121kV",D,单选
在无功电源并不缺乏的电力系统中，关于是否需要增加无功补偿装置，下述说法中正确的是（     ）。 A.绝对不应增加无功补偿装置 B.可以增加无功补偿装置，但应遵守最优网损微增率准则 C.可以增加无功补偿装置，但应遵守等网损微增率准则 D.应增加无功补偿装置，直到各节点的网损微增率均为正值为止。,B,单选
使用 TTL 集成门电路时，为实现总线系统应该选用（ ）门电路。 A.集电极开路 TTL 与非门 B.三态输出门 C.TTL 或非门 D.OD 门,B,单选
造成高压电容器组外壳膨胀的主要原因之一是（）。 A.运行中温度剧烈变化 B.内部发生局部放电或过电压 C.内部发生相间短路 D.以上都不对,B,单选
下列不是超导体的电磁性质的为 A.超导电性 B.迈斯纳效应 C.迈斯纳效应 D.阿哈诺夫—玻姆效应,D,单选
潮流计算中，一段输电线两端之间的功率角是（），其单位是弧度。 A.线路两侧电压的相位差 B.线路中负荷电流滞后于端电压的角度 C.度 D.弧度,A,单选
网格分析采用（）的方法？ A.KVL B.KCL C.KVL 和 KCL D.既不是 KVL 也不是 KCL,A,单选
电力系统频率的一次调整是通过( )进行的。  A.原动机的调速器 B.发电机的调频器 C.原动机的调压器 D.以上都不对,A,单选
用于电能远距离输送的线路称为（     ）。 A.配电线路 B.直配线路 C.输电线路 D.输配电线路,C,单选
将电气设备从一种工作状态改变为另一种工作状态的操作，称为（）。 A.切换电路 B.改变状态 C.倒闸操作 D.以上都不对,C,单选
测量三相交流电路的功率有很多方法，其中三瓦计法是测量（）电路的功率。 A.三相三线制电路 B.对称三相三线制电路 C.三相四线制电路 D.三相二线制电路,C,单选
在并联电路中，我们考虑（）而不是阻抗。 A.电阻 B.电容 C.电感 D.导纳,D,单选
电强度10MV/m的材料厚度为5m，计算电位差。 A.2MV B.10MV C.50MV D.100MV,C,单选
电感电路的时间常数是多少？ A.LR B.R/L C.1/L D.L/R,D,单选
下列说法错误的是( )。  A.电力系统的中性点一般指星型连接的变压器或发电机的中性点 B.目前，电力网大体分为：低压、中压、高压、超高压和特高压五种 C.因为额定电压愈高，线路上电流愈小，相应的线路上功率损耗、电能损耗、电压损耗都变小，所以电力网电压等级越高越好 D.电力网的额定电压等级应根据运行经验、输送距离和输送容量经过全面的技术经济比较来确定,C,单选
空调机房、冷冻机房、变电站等监控点集中的机房，宜设楼宇自控系统线槽，为抗干扰，此线槽应采用双格金属线槽，信号线和( )控制线分开敷设。  A.110V B.220V C.380V D.460V,B,单选
架空输电线路采用分裂导线的目的是( )  A.减小线路电抗 B.增大线路电纳 C.减小线路电阻 D.改善输电线路的电晕条件,A,单选
理想电压源和理想电流源间（） A.有等效变换关系 B.没有等效变换关系 C.有条件下的等效关系 D.微弱等效关系,B,单选
当次级匝数大于初级匝数时，变压器中会发生以下哪种情况？  A.电压升高 B.电压降低 C.功率升高 D.功率降低,A,单选
同一时序逻辑，不同状态设置方案所得原始状态图中状态数之所以不同是因为（）的设计结果中存在着多余状态。 A.状态数目较多 B.状态数目较少 C.与状态数目较无关 D.以上都不对,A,单选
导体在静电平衡下，其内部电场强度（ ）。  A.为零  B.为常数 C.不为零 D.不确定, A,单选
一个完整周期的电流平均值是？ A.0.67Im B.0 C.6.7Im D.3.3Im,B,单选
负荷开关具有不完善的灭弧装置，用于切断或接通（）。 A.正常负荷电流 B.短路电流 C.正常负荷电流和短路电流 D.以上都不对,A,单选
关于不对称短路，下述说法中错误的是（     ）。 A.对称分量法仅适用于线性电力系统 B.任何不对称短路情况下，短路电流中都存在负序分量 C.相间短路情况下，短路电流中不存在零序分量 D.同短路电流中的非周期分量一样，不对称短路时短路电流中的负序分量和零序分量都将逐渐衰减到零。,D,单选
弹簧储能操动机构储能过程中，（）被拉伸储能。 A.分闸弹簧 B.合闸弹簧 C.分闸弹簧和合闸弹簧 D.以上都不对,B,单选
RL 网络由（）组成。 A.电阻器和电容器并联 B.电阻器和电容器串联 C.电阻器和电感器并联 D.电阻器和电感器串联,D,单选
电容随着（）增加？ A.极板之间的距离增加 B.极板面积减小 C.极板之间的距离减小 D.材料密度增加,C,单选
目前在架空输电线路上应用最广的导线是( )。  A.钢芯铝绞线 B.铜导线 C.钢导线 D.铝导线,A,单选
反磁性物质具有相对磁导率（） A.大于 1 B.小于 1 C.等于 1 D.零,B,单选
随着阻抗增加，导纳（） A.增加 B.减少 C.保持不变 D.变为零,B,单选
在并联电路中，每个阻抗中的电流（） A.相等 B.不同 C.零 D.无穷大,B,单选
相对磁导率小于自由空间磁导率的物质是？ A.抗磁性 B.顺磁性 C.铁磁性 D.非磁性物质,A,单选
对于相量的加法和减法，我们使用（）形式。 A.矩形 B.极坐标 C.矩形或极坐标 D.既不是矩形也不是极坐标,A,单选
与电阻并联的电流源可以转换为？ A.电流源与电阻串联 B.电压源与电阻串联 C.电压源与电阻并联 D.无法确定,B,单选
以下描述比较不同抽象度设计的仿真速度，哪些是正确的 A.算法级>门级>RTL级 B.RTL级>门级>算法级 C.门级>算法级>RTL级 D.算法级>RTL级>门级,D,单选
下列试验中，属于破坏性试验的是（）。 A.绝缘电阻试验 B.冲击耐压试验 C.直流耐压试验 D.局部放电试验,B,单选
KYN**-10型高压开关柜利用（）来实现手车隔离开关与断路器之间的联锁。 A.电磁锁 B.程序锁 C.机械联锁 D.以上都不对,A,单选
中性点接地系统中发生不对称短路后，越靠近短路点，零序电压变化趋势为( )。  A.越高 B.越低 C.不变 D.无法判断,A,单选
在纯电感电路中，功率因数为（）。 A.最大值 B.最小值 C.0 D.无穷大,C,单选
计算电感为 4000H、匝数为 200、磁通从 760 WB 变化到 800 WB 的电感器中的电流变化。 A.2A B.4A C.6A D.8A,A,单选
某电网110kV公共连接点处的最小短路容量为500MVA，该连接点的全部用户向该点注入的3次谐波电流分量(方均根值)不应超过( )。  A.6.4A B.10A C.15A D.20A,A,单选
什么是渗透性物质？ A.任何良导体 B.任何不良导体 C.任何强磁铁 D.任何磁力线容易穿过的物质,D,单选
鉴频的描述是 （ ） A.调幅信号的解调 B.调频信号的解调 C.调相信号的解调 D.调整信号的解调,B,单选
置于磁场中的载流导体中的力是 il 和 B 的（） A.点积 B.标量积 C.叉积 D.矢量加法,C,单选
电力系统分析中，阻抗指的是( )  A.一相等值阻抗 B.二相阻抗 C.三相阻抗 D.三相不等值阻抗,A,单选
一般情况，三相架空线路的正序电抗与零序电抗的大小关系为( )。  A.正序电抗小于零序电抗 B.正序电抗等于零序电抗 C.正序电抗大于零序电抗 D.不确定,A,单选
0.2m 长的导体在 5T 的磁场中以 0.3m/s 的速度运动，计算磁场、速度和导体长度相互垂直时感应的电动势。 A.0.3V B.0.03V C.30V D.3V,A,单选
RGC系列金属封闭单元组合SF6开关柜的优点之一是（）。 A.供电可靠性 B.结构紧凑 C.容量大 D.以上都不对,B,单选
下列关于直流电动机说法错误的是() A.串励电动机不允许空载或轻载运行 B.并励电动机不允许励磁回路开路 C.同时改变直流电动机的励磁及电枢电流方向可改变其转向 D.其它条件不变，仅降低他励电动机电枢端电压，其转速下降,C,单选
气体内的各种粒子因高温而动能增加，发生相互碰撞而产生游离的形式称为()。 A.碰撞游离 B.光游离 C.热游离 D.表面游离,C,单选
用电设备的额定电压一般与所接网络的额定电压（      ）。 A.高5% B.相同 C.、低5% D.低10%,B,单选
一般双绕组变压器分接头位于( )。  A.高压侧 B.低压侧 C.高压侧低压侧都安装 D.视情况而定,A,单选
关于短路冲击电流，下述说法中错误的是（    ）。 A.短路冲击电流是最恶劣短路条件下发生三相短路时，短路电流的最大瞬时值 B.短路冲击电流出现在短路发生后约二分之一周期时 C.短路回路阻抗角越大，则短路冲击系数越大 D.短路回路阻抗角越小，则短路冲击系数越大。,D,单选
在可变电容器中，电容可以通过（）来改变？ A.将可旋转板转入或转出 B.滑动可旋转板 C.更换极板 D.改变极板的材料,A,单选
距离保护中的阻抗继电器，需要采用记忆回路和引入第三相电压的是（ ） A.全阻抗继电器 B.方向阻抗继电器 C.偏移特性的阻抗继电器 D.上抛圆阻抗继电器,B,单选
变电所的运算负荷指的是( )  A.变压器低压侧的负荷加上变压器阻抗中的功率损耗 B.变压器低压侧的负荷加上变压器导纳中的功率损耗 C.变压器低压侧的负荷加上阻抗和导纳中的功率损耗 D.加上变电所高压母线的负荷以及高压母线所连线路电容功率之半,D,单选
关于以下对测量不确定度的要求，说法正确的是()。 A.对交流电压的测量，有效值的总不确定度应在±3％范围内 B.对直流电压的测量，一般要求测量系统测量试验电压算术平均值的测量总不确定度应不超过±4％ C.测量直流电压的纹波幅值时，要求其总不确定度不超过±8％的纹波幅值 D.测量直流电压的纹波幅值时，要求其总不确定度不超过±2％的直流电压平均值。,A,单选
